Accession	Gene	Locus_tag	Start	End	Length
CP001363	murI	STM14_4966	4363483	4364334	852
CP001363	rrsB	STM14_4967	4364714	4366257	1544
CP001363	ileU	STM14_4968	4366325	4366401	77
CP001363	rrlB	STM14_4971	4366769	4369760	2992
CP001363	rrfB	STM14_4972	4369953	4370073	121
CP001363	murB	STM14_4973	4370252	4371280	1029
CP001363	birA	STM14_4974	4371277	4372239	963
CP001363	coaA	STM14_4975	4372274	4373224	951
CP001363	thrU	STM14_4978	4373626	4373701	76
CP001363	tyrU	STM14_4979	4373710	4373794	85
CP001363	glyT	STM14_4980	4373911	4373985	75
CP001363	thrT	STM14_4981	4373992	4374067	76
CP001363	tuf_2	STM14_4982	4374183	4375367	1185
CP001363	secE	STM14_4984	4375597	4375980	384
CP001363	nusG	STM14_4985	4375982	4376527	546
CP001363	rplK	STM14_4986	4376685	4377113	429
CP001363	rplA	STM14_4987	4377117	4377821	705
CP001363	rplJ	STM14_4988	4378241	4378738	498
CP001363	rplL	STM14_4989	4378805	4379170	366
CP001363	rpoB	STM14_4990	4379488	4383516	4029
CP001363	rpoC	STM14_4991	4383593	4387816	4224
CP001363	thiH	STM14_5000	4390602	4391735	1134
CP001363	thiG	STM14_5001	4391732	4392502	771
CP001363	thiF	STM14_5003	4392685	4393443	759
CP001363	thiE	STM14_5004	4393436	4394071	636
CP001363	thiC	STM14_5005	4394071	4395966	1896
CP001363	rsd	STM14_5006	4396330	4396818	489
CP001363	nudC	STM14_5007	4396911	4397684	774
CP001363	hemE	STM14_5008	4397725	4398789	1065
CP001363	nfi	STM14_5009	4398799	4399470	672
CP001363	yjaG	STM14_5010	4399512	4400102	591
CP001363	hupA	STM14_5011	4400289	4400561	273
CP001363	yjaH	STM14_5012	4400573	4401265	693
CP001363	zraP	STM14_5013	4401307	4401762	456
CP001363	hydH	STM14_5014	4401932	4403413	1482
CP001363	hydG	STM14_5015	4403419	4404744	1326
CP001363	purD	STM14_5016	4404741	4406030	1290
CP001363	purH	STM14_5017	4406042	4407631	1590
CP001363	rrsE	STM14_5021	4408255	4409798	1544
CP001363	gltV	STM14_5022	4409882	4409957	76
CP001363	rrlE	STM14_5023	4410151	4413142	2992
CP001363	rrfE	STM14_5024	4413335	4413456	122
CP001363	yjaB	STM14_5027	4413785	4414222	438
CP001363	metA	STM14_5028	4414379	4415308	930
CP001363	galK	STM14_0899	838712	839860	1149
CP001363	galT	STM14_0900	839863	840909	1047
CP001363	galE	STM14_0901	840920	841936	1017
CP001363	modF	STM14_0904	843238	844713	1476
CP001363	modE	STM14_0905	844781	845569	789
CP001363	modA	STM14_0907	846014	846787	774
CP001363	modB	STM14_0908	846787	847476	690
CP001363	modC	STM14_0909	847479	848537	1059
CP001363	ybhA	STM14_0910	848538	849356	819
CP001363	ybhE	STM14_0911	849520	850515	996
CP001363	ybhC	STM14_0912	850659	851942	1284
CP001363	hutI	STM14_0913	852180	853403	1224
CP001363	hutG	STM14_0914	853400	854341	942
CP001363	hutC	STM14_0915	854386	855111	726
CP001363	hutU	STM14_0916	855308	856993	1686
CP001363	hutH	STM14_0917	856995	858515	1521
CP001363	ybhB	STM14_0918	858600	859076	477
CP001363	bioA	STM14_0919	859134	860423	1290
CP001363	bioB	STM14_0920	860510	861550	1041
CP001363	bioF	STM14_0921	861547	862704	1158
CP001363	bioC	STM14_0922	862688	863443	756
CP001363	bioD_1	STM14_0923	863436	864122	687
CP001363	uvrB	STM14_0926	864773	866794	2022
CP001363	slrP	STM14_928	867284	869581	2298
CP001363	ybhK	STM14_929	869673	870581	909
CP001363	moaA	STM14_930	870978	871967	990
CP001363	moaB	STM14_931	871989	872501	513
CP001363	moaC	STM14_932	872504	872989	486
CP001363	moaD	STM14_933	872982	873227	246
CP001363	moaE	STM14_934	873229	873681	453
CP001363	ybhL	STM14_935	873729	874433	705
CP001363	tnpA_2	STM14_937	874623	875081	459
CP001363	ybhM	STM14_938	875291	875998	708
CP001363	ybhN	STM14_941	877201	878163	963
CP001363	ybhO	STM14_942	878163	879404	1242
CP001363	ybhP	STM14_943	879401	880159	759
CP001363	ybhQ	STM14_944	880292	880702	411
CP001363	ybhR	STM14_945	880664	881770	1107
CP001363	ybhS	STM14_947	881886	883016	1131
CP001363	ybhF	STM14_948	883009	884745	1737
CP001363	ybiH	STM14_950	885733	886407	675
CP001363	rhlE	STM14_951	886637	888001	1365
CP001363	dinG	STM14_953	888209	890353	2145
CP001363	ybiB	STM14_954	890383	891357	975
CP001363	ybiJ	STM14_955	891513	891773	261
CP001363	ybiI	STM14_957	892058	892324	267
CP001363	ybiN	STM14_959	892529	893455	927
CP001363	ybiO	STM14_960	893452	895674	2223
CP001363	glnQ	STM14_962	895793	896515	723
CP001363	glnP	STM14_963	896512	897171	660
CP001363	glnH	STM14_964	897315	898061	747
CP001363	dps	STM14_966	898538	899041	504
CP001363	ybiF	STM14_968	899344	900231	888
CP001363	ompX	STM14_971	900585	901100	516
CP001363	ybiP	STM14_972	901163	902743	1581
CP001363	ybiR	STM14_976	903792	904904	1113
CP001363	ybiS	STM14_977	904948	905868	921
CP001363	ybiT	STM14_978	906087	907679	1593
CP001363	ybiV(2)	STM14_980	909060	909779	720
CP001363	ybiU	STM14_981	909984	911249	1266
CP001363	ybiV(1)	STM14_983	911511	912320	810
CP001363	pflF	STM14_984	912398	914830	2433
CP001363	pflE	STM14_985	914836	915735	900
CP001363	moeB	STM14_987	916013	916762	750
CP001363	moeA	STM14_988	916762	918003	1242
CP001363	ybiK	STM14_990	918200	919141	942
CP001363	yliA	STM14_991	919152	921023	1872
CP001363	yliB	STM14_992	921056	922594	1539
CP001363	yliC	STM14_993	922655	923575	921
CP001363	yliD	STM14_994	923578	924489	912
CP001363	yliG	STM14_996	924580	925905	1326
CP001363	bssR	STM14_998	926136	926519	384
CP001363	yliI	STM14_1011	934990	935681	692
CP001363	yliJ	STM14_1012	935678	936304	627
CP001363	dacC	STM14_1013	936548	937750	1203
CP001363	deoR	STM14_1014	937795	938553	759
CP001363	ybjG	STM14_1015	938625	939233	609
CP001363	mdfA	STM14_1016	939546	940778	1233
CP001363	ybjM	STM14_1022	945716	946093	378
CP001363	grxA	STM14_1023	946125	946388	264
CP001363	ybjC	STM14_1024	946558	946848	291
CP001363	mdaA	STM14_1025	946832	947554	723
CP001363	rimK	STM14_1026	947612	948514	903
CP001363	ybjN	STM14_1027	948611	949087	477
CP001363	potF	STM14_1028	949436	950548	1113
CP001363	potG	STM14_1029	950636	951769	1134
CP001363	potH	STM14_1030	951779	952732	954
CP001363	potI	STM14_1031	952729	953574	846
CP001363	ybjO	STM14_1032	953648	954121	474
CP001363	rumB	STM14_1033	954164	955294	1131
CP001363	ulaA_1	STM14_1035	955577	956920	1344
CP001363	artJ	STM14_1039	958986	959717	732
CP001363	artM	STM14_1040	959954	960622	669
CP001363	artQ	STM14_1041	960622	961338	717
CP001363	artI	STM14_1042	961345	962076	732
CP001363	artP	STM14_1043	962094	962822	729
CP001363	ybjP	STM14_1044	963052	963567	516
CP001363	orfB	STM14_1045	963695	964018	324
CP001363	ybjR	STM14_1046	964015	964845	831
CP001363	ybjT	STM14_1048	965951	967384	1434
CP001363	ltaA	STM14_1049	967395	968396	1002
CP001363	poxB	STM14_1050	968435	970153	1719
CP001363	hcr	STM14_1051	970311	971282	972
CP001363	hcp	STM14_1052	971291	972943	1653
CP001363	ybjE	STM14_1054	973087	973986	900
CP001363	ybjD	STM14_1056	974188	975846	1659
CP001363	ybjX	STM14_1057	975843	976811	969
CP001363	ybjY	STM14_1058	976939	978057	1119
CP001363	ybjZ	STM14_1059	978054	980000	1947
CP001363	cspD	STM14_1062	980130	980351	222
CP001363	clpS	STM14_1063	980675	980995	321
CP001363	clpA	STM14_1064	981026	983302	2277
CP001363	tnpA_3	STM14_1066	983494	983952	459
CP001363	serW	STM14_1071	985771	985858	88
CP001363	infA	STM14_1075	988675	988893	219
CP001363	aat	STM14_1077	989205	989909	705
CP001363	cydC	STM14_1078	989954	991675	1722
CP001363	cydD	STM14_1079	991676	993442	1767
CP001363	trxB	STM14_1080	993556	994524	969
CP001363	lrp	STM14_1083	995070	995564	495
CP001363	ftsK	STM14_1084	995699	999784	4086
CP001363	lolA	STM14_1085	999924	1000538	615
CP001363	ycaJ	STM14_1086	1000548	1001891	1344
CP001363	serS	STM14_1088	1002150	1003442	1293
CP001363	dmsA	STM14_1089	1003679	1006123	2445
CP001363	dmsB	STM14_1090	1006134	1006751	618
CP001363	dmsC	STM14_1091	1006753	1007616	864
CP001363	ycaD	STM14_1094	1007966	1009114	1149
CP001363	ycaM	STM14_1095	1009332	1010753	1422
CP001363	pflA	STM14_1096	1011046	1011843	798
CP001363	pflB	STM14_1099	1013454	1015736	2283
CP001363	focA	STM14_1100	1015796	1016773	978
CP001363	ycaO	STM14_1101	1017058	1018818	1761
CP001363	ycaP	STM14_1103	1018955	1019647	693
CP001363	serC	STM14_1105	1019833	1020921	1089
CP001363	aroA	STM14_1106	1020992	1022275	1284
CP001363	ycaL	STM14_1107	1022418	1023179	762
CP001363	cmk	STM14_1109	1023352	1024035	684
CP001363	rpsA	STM14_1110	1024149	1025822	1674
CP001363	ihfB	STM14_1111	1025978	1026262	285
CP001363	ycaI	STM14_1112	1026486	1028756	2271
CP001363	msbA	STM14_1113	1028793	1030541	1749
CP001363	lpxK	STM14_1114	1030538	1031515	978
CP001363	ycaQ	STM14_1115	1031559	1032791	1233
CP001363	ycaR	STM14_1116	1032843	1033025	183
CP001363	kdsB	STM14_1117	1033022	1033768	747
CP001363	ycbC	STM14_1120	1034852	1035628	777
CP001363	smtA	STM14_1121	1035764	1036567	804
CP001363	mukF	STM14_1122	1036560	1037882	1323
CP001363	mukE	STM14_1123	1037863	1038567	705
CP001363	plsX	STM14_1365	1234315	1235394	1080
CP001363	fabH	STM14_1366	1235474	1236427	954
CP001363	fabD	STM14_1367	1236443	1237372	930
CP001363	fabG	STM14_1368	1237385	1238119	735
CP001363	acpP	STM14_1369	1238275	1238511	237
CP001363	fabF	STM14_1370	1238597	1239838	1242
CP001363	pabC	STM14_1371	1239962	1240771	810
CP001363	yceG	STM14_1372	1240774	1241796	1023
CP001363	tdk_1	STM14_1373	1241786	1242427	642
CP001363	holB	STM14_1374	1242424	1243428	1005
CP001363	ycfH	STM14_1375	1243439	1244236	798
CP001363	ptsG	STM14_1377	1244531	1245964	1434
CP001363	fhuE	STM14_1378	1246049	1248223	2175
CP001363	ycfF	STM14_1379	1248565	1248924	360
CP001363	ycfL	STM14_1380	1248927	1249301	375
CP001363	ycfM	STM14_1381	1249315	1249953	639
CP001363	thiK	STM14_1382	1249934	1250758	825
CP001363	nagZ	STM14_1383	1250769	1251794	1026
CP001363	ycfP	STM14_1384	1251819	1252361	543
CP001363	ndh	STM14_1385	1252616	1253920	1305
CP001363	ycfJ	STM14_1386	1254099	1254638	540
CP001363	ycfQ	STM14_1387	1254713	1255348	636
CP001363	ycfR	STM14_1388	1255590	1255847	258
CP001363	ycfS	STM14_1389	1255944	1256909	966
CP001363	mfd	STM14_1391	1257057	1260503	3447
CP001363	ycfU	STM14_1392	1260730	1262040	1311
CP001363	lolD	STM14_1393	1262033	1262734	702
CP001363	ycfW	STM14_1394	1262734	1263978	1245
CP001363	ycfX	STM14_1395	1264007	1264918	912
CP001363	cobB	STM14_1396	1264937	1265758	822
CP001363	potD	STM14_1397	1265840	1266886	1047
CP001363	potC	STM14_1398	1266911	1267690	780
CP001363	sifA	STM14_1400	1268006	1269016	1011
CP001363	potB	STM14_1402	1269345	1270208	864
CP001363	potA	STM14_1403	1270192	1271328	1137
CP001363	pepT	STM14_1404	1271579	1272808	1230
CP001363	tnpA_4	STM14_1406	1273019	1273477	459
CP001363	ycfD	STM14_1407	1274897	1276018	1122
CP001363	phoQ	STM14_1408	1276099	1277562	1464
CP001363	phoP	STM14_1409	1277562	1278236	675
CP001363	purB	STM14_1410	1278360	1279730	1371
CP001363	ycfC	STM14_1411	1279734	1280381	648
CP001363	trmU	STM14_1412	1280462	1281568	1107
CP001363	ymfB	STM14_1413	1281622	1282083	462
CP001363	ymfC	STM14_1415	1282421	1283086	666
CP001363	icdA	STM14_1416	1283258	1284508	1251
CP001363	envF	STM14_1490	1338163	1338951	789
CP001363	msgA	STM14_1492	1339440	1339679	240
CP001363	envE	STM14_1493	1339870	1340391	522
CP001363	pagD	STM14_1497	1341150	1341413	264
CP001363	pagC	STM14_1501	1342225	1342782	558
CP001363	pliC	STM14_1505	1344019	1344363	345
CP001363	aadA	STM14_1525	1356570	1357358	789
CP001363	yeaS	STM14_1532	1360569	1361207	639
CP001363	yeaR	STM14_1534	1361380	1361742	363
CP001363	yoaG	STM14_1535	1361745	1361927	183
CP001363	yeaQ	STM14_1539	1363113	1363361	249
CP001363	yaoF	STM14_1542	1363794	1364045	252
CP001363	yeaO	STM14_1544	1364411	1364758	348
CP001363	yeaN	STM14_1547	1364877	1366061	1185
CP001363	yeaM	STM14_1548	1366162	1366956	795
CP001363	yeaL	STM14_1549	1366936	1367382	447
CP001363	yeaK	STM14_1552	1367692	1368210	519
CP001363	yeaJ	STM14_1553	1368260	1369753	1494
CP001363	yeaH	STM14_1556	1370394	1371680	1287
CP001363	yeaG	STM14_1558	1371803	1373737	1935
CP001363	mipA	STM14_1560	1374165	1374911	747
CP001363	yeaD	STM14_1563	1377450	1378334	885
CP001363	gapA	STM14_1565	1378669	1379664	996
CP001363	yeaA	STM14_1567	1379976	1380419	444
CP001363	yeaC	STM14_1568	1380461	1380739	279
CP001363	pncA	STM14_1570	1381090	1381746	657
CP001363	ansA	STM14_1571	1381773	1382789	1017
CP001363	sppA	STM14_1573	1382885	1384741	1857
CP001363	ydjA	STM14_1574	1384915	1385466	552
CP001363	selD	STM14_1575	1385584	1386627	1044
CP001363	topB	STM14_1576	1386632	1388581	1950
CP001363	gdhA	STM14_1577	1388611	1389954	1344
CP001363	xthA	STM14_1580	1390917	1391723	807
CP001363	argD_1	STM14_1582	1392169	1393395	1227
CP001363	astA	STM14_1583	1393386	1394420	1035
CP001363	astD	STM14_1584	1394417	1395895	1479
CP001363	astB	STM14_1585	1395892	1397235	1344
CP001363	astE	STM14_1586	1397228	1398196	969
CP001363	spy	STM14_1588	1398532	1399017	486
CP001363	nadE	STM14_1590	1400094	1400921	828
CP001363	osmE	STM14_1592	1401140	1401481	342
CP001363	celA	STM14_1594	1401782	1402102	321
CP001363	celB	STM14_1595	1402185	1403543	1359
CP001363	celC	STM14_1596	1403594	1403941	348
CP001363	celD	STM14_1597	1403952	1404794	843
CP001363	celF	STM14_1598	1404919	1406274	1356
CP001363	celG	STM14_1599	1406287	1407045	759
CP001363	katE	STM14_1600	1407089	1409341	2253
CP001363	cedA	STM14_1603	1409706	1409948	243
CP001363	ydjN	STM14_1604	1410050	1411441	1392
CP001363	ydjM	STM14_1605	1411578	1412165	588
CP001363	yniC	STM14_1606	1412315	1412983	669
CP001363	yniB	STM14_1607	1413132	1413668	537
CP001363	ydiZ	STM14_1609	1414678	1414968	291
CP001363	pfkB	STM14_1610	1415065	1415997	933
CP001363	ydiY	STM14_1611	1416286	1417044	759
CP001363	narP	STM14_2775	2398254	2398901	648
CP001363	ccmH_1	STM14_2776	2398945	2399988	1044
CP001363	ccmG_1	STM14_2777	2399985	2400542	558
CP001363	ccmF_1	STM14_2778	2400539	2402470	1932
CP001363	ccmE_1	STM14_2779	2402467	2402946	480
CP001363	ccmD_1	STM14_2780	2402943	2403155	213
CP001363	ccmC_1	STM14_2781	2403152	2403889	738
CP001363	ccmB_1	STM14_2782	2403941	2404600	660
CP001363	ccmA_1	STM14_2783	2404597	2405214	618
CP001363	napC	STM14_2784	2405235	2405837	603
CP001363	napB	STM14_2785	2405847	2406296	450
CP001363	napH	STM14_2786	2406412	2407281	870
CP001363	napG	STM14_2787	2407268	2407963	696
CP001363	napA	STM14_2788	2407970	2410456	2487
CP001363	napD	STM14_2789	2410453	2410716	264
CP001363	napF	STM14_2790	2410706	2411197	492
CP001363	eco	STM14_2792	2411611	2412105	495
CP001363	yojI	STM14_2793	2412314	2413957	1644
CP001363	alkB	STM14_2794	2414033	2414683	651
CP001363	ada	STM14_2795	2414686	2415747	1062
CP001363	apbE	STM14_2796	2415828	2416880	1053
CP001363	ompC	STM14_2797	2416995	2418131	1137
CP001363	micF	STM14_2799	2418382	2418562	181
CP001363	yojN	STM14_2800	2418860	2421529	2670
CP001363	rcsB	STM14_2801	2421546	2422196	651
CP001363	rcsC	STM14_2802	2422299	2425145	2847
CP001363	gyrA	STM14_2804	2425263	2427899	2637
CP001363	ubiG	STM14_2810	2431868	2432596	729
CP001363	nrdA	STM14_2812	2432952	2435237	2286
CP001363	nrdB	STM14_2813	2435350	2436480	1131
CP001363	yfaE	STM14_2814	2436480	2436734	255
CP001363	glpQ	STM14_2817	2439082	2440152	1071
CP001363	glpT	STM14_2818	2440157	2441515	1359
CP001363	glpA	STM14_2819	2441788	2443416	1629
CP001363	glpB	STM14_2820	2443406	2444665	1260
CP001363	glpC	STM14_2821	2444662	2445852	1191
CP001363	sseL	STM14_2824	2446347	2447300	954
CP001363	yfaV	STM14_2827	2448421	2449710	1290
CP001363	yfaW	STM14_2828	2449766	2450983	1218
CP001363	yfaX	STM14_2829	2450985	2451767	783
CP001363	yfaZ	STM14_2831	2453328	2453975	648
CP001363	yfaO	STM14_2832	2454149	2454574	426
CP001363	ais	STM14_2833	2454619	2455224	606
CP001363	yfbE	STM14_2835	2455523	2456662	1140
CP001363	pmrF	STM14_2836	2456665	2457648	984
CP001363	yfbG	STM14_2837	2457645	2459627	1983
CP001363	arnT	STM14_2839	2460520	2462166	1647
CP001363	pmrD	STM14_2842	2462870	2463127	258
CP001363	menE	STM14_2843	2463225	2464592	1368
CP001363	menC	STM14_2844	2464589	2465551	963
CP001363	menB	STM14_2845	2465551	2466408	858
CP001363	yfbB	STM14_2846	2466423	2467181	759
CP001363	menD	STM14_2847	2467178	2468848	1671
CP001363	menF	STM14_2848	2468934	2470229	1296
CP001363	elaB	STM14_2849	2470330	2470641	312
CP001363	elaA	STM14_2850	2470690	2471151	462
CP001363	elaC	STM14_2851	2471104	2472128	1025
CP001363	yfbK	STM14_2853	2473236	2475017	1782
CP001363	nuoN	STM14_2857	2475905	2477362	1458
CP001363	nuoM	STM14_2858	2477369	2478898	1530
CP001363	nuoL	STM14_2859	2479212	2481053	1842
CP001363	nuoK	STM14_2860	2481050	2481352	303
CP001363	nuoJ	STM14_2861	2481349	2481903	555
CP001363	nuoI	STM14_2862	2481914	2482456	543
CP001363	nuoH	STM14_2863	2482471	2483448	978
CP001363	nuoG	STM14_2864	2483445	2486171	2727
CP001363	nuoF	STM14_2865	2486202	2487539	1338
CP001363	nuoE	STM14_2866	2487536	2488036	501
CP001363	nuoC	STM14_2867	2488039	2489841	1803
CP001363	nuoB	STM14_2868	2489928	2490590	663
CP001363	nuoA	STM14_2869	2490606	2491049	444
CP001363	lrhA	STM14_2873	2491676	2492614	939
CP001363	yfbQ	STM14_2874	2493546	2494760	1215
CP001363	yfbS	STM14_2876	2495545	2497371	1827
CP001363	yfbT	STM14_2877	2497448	2498107	660
CP001363	yfbU	STM14_2878	2498118	2498612	495
CP001363	ackA	STM14_2882	2499490	2500692	1203
CP001363	pta	STM14_2883	2500769	2502913	2145
CP001363	yfcC	STM14_2884	2503131	2504651	1521
CP001363	ulaA_2	STM14_2887	2506473	2507870	1398
CP001363	yfcE	STM14_2893	2510570	2511121	552
CP001363	yfcF	STM14_2894	2511177	2511821	645
CP001363	yfcG	STM14_2895	2511964	2512611	648
CP001363	yfcH	STM14_2896	2512737	2513630	894
CP001363	hisP	STM14_2897	2513682	2514458	777
CP001363	hisM	STM14_2898	2514469	2515176	708
CP001363	hisQ	STM14_2899	2515173	2515859	687
CP001363	hisJ	STM14_2900	2516042	2516824	783
CP001363	argT	STM14_2901	2517062	2517844	783
CP001363	ubiX	STM14_2903	2518133	2518702	570
CP001363	purF	STM14_2909	2525887	2527404	1518
CP001363	cvpA	STM14_2910	2527442	2527930	489
CP001363	dedD	STM14_2912	2528241	2528915	675
CP001363	folC	STM14_2913	2528905	2530173	1269
CP001363	accD	STM14_2914	2530241	2531155	915
CP001363	dedA	STM14_2915	2531305	2531964	660
CP001363	truA	STM14_2916	2532013	2532825	813
CP001363	usg	STM14_2917	2532825	2533838	1014
CP001363	pdxB	STM14_2918	2533906	2535156	1251
CP001363	flk	STM14_2919	2535146	2536147	1002
CP001363	fabB	STM14_2927	2540173	2541387	1215
CP001363	mnmC	STM14_2928	2541547	2543547	2001
CP001363	yfcL	STM14_2929	2543599	2543874	276
CP001363	yfcM	STM14_2930	2543907	2544455	549
CP001363	yfcA	STM14_2931	2544455	2545264	810
CP001363	mepA	STM14_2932	2545264	2546088	825
CP001363	aroC	STM14_2933	2546092	2547177	1086
CP001363	yfcB	STM14_2934	2547213	2548145	933
CP001363	yfcN	STM14_2935	2548311	2548862	552
CP001363	sixA	STM14_2936	2548962	2549447	486
CP001363	fadJ	STM14_2937	2549656	2551803	2148
CP001363	fadI	STM14_2938	2551803	2553113	1311
CP001363	yfcZ	STM14_2939	2553291	2553575	285
CP001363	fadL	STM14_2942	2553940	2555253	1314
CP001363	yfdC	STM14_2944	2556358	2557299	942
CP001363	argW	STM14_2945	2557375	2557449	75
CP001363	pgtE	STM14_2946	2557606	2558544	939
CP001363	pgtA	STM14_2947	2558812	2560059	1248
CP001363	pgtB	STM14_2948	2560049	2562055	2007
CP001363	pgtC	STM14_2949	2562052	2563362	1311
CP001363	pgtP	STM14_2950	2563681	2565072	1392
CP001363	ddg	STM14_2953	2566112	2567032	921
CP001363	yfdZ	STM14_2954	2567556	2568794	1239
CP001363	glk	STM14_2956	2569515	2570480	966
CP001363	ypeC	STM14_2961	2574883	2575209	327
CP001363	mntH	STM14_2962	2575270	2576511	1242
CP001363	nupC	STM14_2963	2576854	2578056	1203
CP001363	yfeA	STM14_2964	2578109	2580298	2190
CP001363	alaX	STM14_2965	2580489	2580564	76
CP001363	alaW	STM14_2966	2580607	2580682	76
CP001363	yfeC	STM14_2967	2580904	2581266	363
CP001363	yfeD	STM14_2968	2581268	2581660	393
CP001363	gltX	STM14_2969	2581714	2583129	1416
CP001363	valU	STM14_2970	2583388	2583463	76
CP001363	valX	STM14_2971	2583509	2583584	76
CP001363	valY	STM14_2972	2583626	2583701	76
CP001363	lysV	STM14_2973	2583704	2583781	78
CP001363	xapR	STM14_2974	2583945	2584829	885
CP001363	xapB	STM14_2976	2585098	2586354	1257
CP001363	yfeN	STM14_2978	2587498	2588259	762
CP001363	yfeR	STM14_2979	2588321	2589247	927
CP001363	yfeH	STM14_2980	2589337	2590335	999
CP001363	ligA	STM14_2982	2590552	2592567	2016
CP001363	zipA	STM14_2983	2592639	2593625	987
CP001363	cysZ	STM14_2984	2593746	2594618	873
CP001363	cysK	STM14_2985	2594782	2595753	972
CP001363	ptsH	STM14_2989	2596137	2596394	258
CP001363	ptsI	STM14_2990	2596443	2598170	1728
CP001363	sohB	STM14_2078	1823773	1824819	1047
CP001363	yciK	STM14_2080	1825057	1825818	762
CP001363	btuR	STM14_2081	1825815	1826405	591
CP001363	yciL	STM14_2082	1826492	1827367	876
CP001363	yciO	STM14_2083	1827468	1828088	621
CP001363	trpH	STM14_2084	1828096	1828977	882
CP001363	trpL	STM14_2085	1829099	1829143	45
CP001363	trpE	STM14_2086	1829238	1830800	1563
CP001363	trpD	STM14_2087	1830800	1832395	1596
CP001363	trpC	STM14_2088	1832399	1833757	1359
CP001363	trpB	STM14_2089	1833767	1834960	1194
CP001363	trpA	STM14_2090	1834960	1835766	807
CP001363	yciG	STM14_2091	1836246	1836428	183
CP001363	yciF	STM14_2092	1836518	1837021	504
CP001363	yciE	STM14_2093	1837095	1837601	507
CP001363	ompW	STM14_2095	1838581	1839219	639
CP001363	yciC	STM14_2097	1839987	1840730	744
CP001363	yciB	STM14_2098	1840787	1841326	540
CP001363	yciA	STM14_2099	1841487	1841888	402
CP001363	tonB	STM14_2100	1841948	1842799	852
CP001363	yciI	STM14_2101	1842900	1843196	297
CP001363	cls	STM14_2103	1843556	1845016	1461
CP001363	yciU	STM14_2104	1844970	1845379	410
CP001363	oppF	STM14_2106	1846311	1847315	1005
CP001363	oppD	STM14_2107	1847312	1848319	1008
CP001363	oppC	STM14_2108	1848331	1849239	909
CP001363	oppB	STM14_2109	1849254	1850174	921
CP001363	oppA	STM14_2110	1850296	1851927	1632
CP001363	ychE	STM14_2112	1852692	1853339	648
CP001363	adhE	STM14_2113	1853816	1856494	2679
CP001363	tdk_2	STM14_2114	1856691	1857308	618
CP001363	hns	STM14_2116	1857971	1858384	414
CP001363	galU	STM14_2118	1858516	1859424	909
CP001363	hnr	STM14_2119	1859627	1860640	1014
CP001363	ychK	STM14_2120	1860731	1861636	906
CP001363	ychJ	STM14_2121	1861747	1862205	459
CP001363	purU	STM14_2122	1862256	1863098	843
CP001363	tyrT	STM14_2124	1863257	1863341	85
CP001363	rtT	STM14_2125	1863371	1863513	143
CP001363	tyrV	STM14_2126	1863546	1863630	85
CP001363	narI	STM14_2129	1866185	1866862	678
CP001363	narJ	STM14_2130	1866862	1867572	711
CP001363	narH	STM14_2131	1867569	1869104	1536
CP001363	narG	STM14_2132	1869101	1872844	3744
CP001363	narK	STM14_2134	1873232	1874629	1398
CP001363	narX	STM14_2136	1874970	1876766	1797
CP001363	narL	STM14_2137	1876759	1877409	651
CP001363	ychP	STM14_2138	1877410	1878834	1425
CP001363	ychN	STM14_2139	1879011	1879364	354
CP001363	chaB	STM14_2140	1879444	1879674	231
CP001363	chaA	STM14_2141	1879941	1881041	1101
CP001363	kdsA	STM14_2142	1881095	1881949	855
CP001363	ychA	STM14_2143	1881987	1882796	810
CP001363	sirC	STM14_2144	1882800	1883189	390
CP001363	hemK	STM14_2145	1883186	1884019	834
CP001363	prfA	STM14_2146	1884019	1885101	1083
CP001363	hemA	STM14_2147	1885142	1886398	1257
CP001363	lolB	STM14_2149	1886712	1887335	624
CP001363	ipk	STM14_2150	1887332	1888183	852
CP001363	prsA	STM14_2153	1888449	1889396	948
CP001363	ychM	STM14_2154	1889545	1891206	1662
CP001363	ychH	STM14_2155	1891251	1891529	279
CP001363	pth	STM14_2156	1891805	1892389	585
CP001363	ychF	STM14_2157	1892506	1893597	1092
CP001363	treA	STM14_2172	1905758	1907470	1713
CP001363	ymgE	STM14_2173	1907533	1907787	255
CP001363	ycgR	STM14_2174	1907956	1908690	735
CP001363	emtA	STM14_2175	1908704	1909315	612
CP001363	ldcA	STM14_2176	1909486	1910400	915
CP001363	ycgO	STM14_2177	1910497	1912230	1734
CP001363	dadX	STM14_2178	1912293	1913363	1071
CP001363	dadA	STM14_2179	1913377	1914675	1299
CP001363	ycgB	STM14_2181	1915004	1916530	1527
CP001363	fadR	STM14_2182	1916577	1917296	720
CP001363	nhaB	STM14_2183	1917516	1919060	1545
CP001363	dsbB	STM14_2184	1919202	1919732	531
CP001363	ycgN	STM14_2190	1921108	1921554	447
CP001363	ycgM	STM14_2191	1921647	1922306	660
CP001363	ycgL	STM14_2192	1922356	1922688	333
CP001363	minC	STM14_2193	1922775	1923482	708
CP001363	minD	STM14_2194	1923506	1924318	813
CP001363	minE	STM14_2195	1924322	1924588	267
CP001363	rnd	STM14_2196	1924710	1925837	1128
CP001363	tnpA_6	STM14_2197	1925974	1926432	459
CP001363	fadD	STM14_2199	1926623	1928308	1686
CP001363	slp	STM14_2201	1928513	1929094	582
CP001363	yeaZ	STM14_2202	1929166	1929861	696
CP001363	yoaA	STM14_2203	1929919	1931829	1911
CP001363	yoaB	STM14_2204	1931960	1932304	345
